UDI,Product ID,Type,Air temperature [K],Process temperature [K],Temperature difference [K],Rotational speed [rpm],Rotational speed (rad/s),Torque [Nm],Power (W),Tool wear [min],ToolWear_Torque,Machine failure,TWF,HDF,PWF,OSF,RNF,,,,,,,,,,,,,,,,
7792,L54971,L,300.1,311.4,11.3,1418,148.49,47.7,7083.10,73,3482.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7793,H37206,H,300.1,311.4,11.3,1485,155.51,40.4,6282.56,75,3030,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7794,L54973,L,300.1,311.5,11.4,1434,150.17,40.8,6126.86,80,3264,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7795,M22654,M,300.2,311.6,11.4,1415,148.18,55.8,8268.36,82,4575.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7796,H37209,H,300.1,311.6,11.5,1674,175.30,29.6,5188.91,85,2516,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7797,L54976,L,300.1,311.5,11.4,1454,152.26,52.4,7978.56,90,4716,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7798,L54977,L,300,311.4,11.4,1476,154.57,39,6028.09,92,3588,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7799,L54978,L,300,311.5,11.5,1812,189.75,28.3,5369.99,94,2660.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7800,L54979,L,300,311.4,11.4,1374,143.88,41.9,6028.78,96,4022.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7801,M22660,M,300.1,311.4,11.3,1524,159.59,40.6,6479.47,98,3978.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7802,L54981,L,300,311.4,11.4,1383,144.83,49.6,7183.44,101,5009.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7803,L54982,L,299.9,311.3,11.4,1429,149.64,58.2,8709.31,103,5994.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7804,M22663,M,299.8,311.3,11.5,1517,158.86,41.2,6545.03,105,4326,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7805,M22664,M,299.9,311.4,11.5,1480,154.99,44.9,6958.84,108,4849.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7806,L54985,L,299.9,311.4,11.5,1706,178.65,28.8,5145.17,111,3196.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7807,L54986,L,300,311.5,11.5,1349,141.27,48.6,6865.57,113,5491.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7808,M22667,M,300,311.5,11.5,1451,151.95,49,7445.47,115,5635,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7809,L54988,L,299.9,311.4,11.5,1627,170.38,36.7,6252.91,118,4330.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7810,M22669,M,300,311.4,11.4,1537,160.95,35.4,5697.78,120,4248,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7811,L54990,L,300.1,311.5,11.4,2218,232.27,17,3948.56,123,2091,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7812,M22671,M,300,311.4,11.4,1466,153.52,39,5987.25,125,4875,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7813,L54992,L,300,311.5,11.5,1666,174.46,32,5582.82,128,4096,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7814,L54993,L,300,311.5,11.5,1455,152.37,41.7,6353.71,130,5421,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7815,L54994,L,300,311.4,11.4,1927,201.79,24.6,4964.16,132,3247.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7816,M22675,M,299.9,311.3,11.4,1703,178.34,28.4,5064.79,134,3805.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7817,L54996,L,299.8,311.2,11.4,1533,160.54,35.9,5763.22,137,4918.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7818,H37231,H,299.8,311.3,11.5,1785,186.92,25.4,4747.89,139,3530.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7819,L54998,L,299.8,311.2,11.4,2142,224.31,16.6,3723.54,144,2390.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7820,L54999,L,299.8,311.2,11.4,1369,143.36,46.2,6623.29,146,6745.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7821,M22680,M,299.8,311.2,11.4,1706,178.65,29.2,5216.64,148,4321.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7822,L55001,L,299.9,311.3,11.4,1802,188.70,24.4,4604.40,151,3684.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7823,H37236,H,299.9,311.3,11.4,1413,147.97,41.8,6185.10,153,6395.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7824,L55003,L,300,311.3,11.3,1484,155.40,53.2,8267.50,158,8405.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7825,L55004,L,299.9,311.3,11.4,1535,160.74,38.1,6124.38,160,6096,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7826,M22685,M,299.9,311.2,11.3,1579,165.35,35.5,5870.01,162,5751,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7827,L55006,L,299.8,311.1,11.3,1300,136.14,64.2,8739.91,165,10593,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7828,M22687,M,299.8,311.1,11.3,1452,152.05,44.3,6735.95,167,7398.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7829,M22688,M,299.8,311.1,11.3,1562,163.57,35.7,5839.53,170,6069,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7830,L55009,L,299.8,311.2,11.4,1664,174.25,28.3,4931.38,173,4895.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7831,H37244,H,299.9,311.2,11.3,1495,156.56,35.8,5604.71,175,6265,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7832,M22691,M,300,311.4,11.4,1533,160.54,42.6,6838.81,180,7668,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7833,L55012,L,300,311.4,11.4,1484,155.40,37,5749.95,183,6771,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7834,L55013,L,300,311.4,11.4,1604,167.97,38.7,6500.46,185,7159.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7835,L55014,L,300,311.4,11.4,1483,155.30,45.6,7081.65,187,8527.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7836,L55015,L,300.1,311.5,11.4,1549,162.21,34.7,5628.72,189,6558.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7837,L55016,L,300.1,311.4,11.3,1604,167.97,35,5878.97,191,6685,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7838,L55017,L,300.2,311.5,11.3,1685,176.45,31,5470.04,193,5983,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7839,L55018,L,300.2,311.6,11.4,1372,143.68,49.2,7068.83,195,9594,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7840,L55019,L,300.3,311.6,11.3,1374,143.88,47.4,6820.15,197,9337.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7841,L55020,L,300.2,311.6,11.4,1606,168.18,31,5213.58,199,6169,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7842,L55021,L,300.1,311.5,11.4,1471,154.04,47.2,7270.82,201,9487.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7843,L55022,L,300.1,311.5,11.4,1659,173.73,31.1,5403.01,203,6313.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7844,M22703,M,300.1,311.7,11.6,1400,146.61,48.5,7110.47,205,9942.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7845,L55024,L,300.1,311.7,11.6,1503,157.39,42.6,6704.98,208,8860.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7846,L55025,L,300.2,311.8,11.6,1798,188.29,23.2,4368.24,210,4872,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7847,M22706,M,300.2,311.6,11.4,1608,168.39,35,5893.63,212,7420,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7848,L55027,L,300.2,311.6,11.4,1322,138.44,50.9,7046.57,215,10943.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7849,H37262,H,300.2,311.6,11.4,1547,162.00,37.7,6107.46,217,8180.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7850,M22709,M,300.3,311.7,11.4,1374,143.88,47.9,6892.09,222,10633.8,1,1,0,0,0,0,,,,,,,,,,,,,,,,
7851,M22710,M,300.3,311.7,11.4,1447,151.53,36.8,5576.29,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7852,L55031,L,300.4,311.7,11.3,1373,143.78,47.2,6786.43,3,141.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7853,L55032,L,300.3,311.7,11.4,1515,158.65,37.5,5949.39,5,187.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7854,L55033,L,300.3,311.7,11.4,1317,137.92,56.5,7792.25,7,395.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7855,L55034,L,300.3,311.8,11.5,1551,162.42,37.2,6042.04,9,334.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7856,M22715,M,300.3,311.8,11.5,1592,166.71,32.1,5351.51,11,353.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7857,L55036,L,300.4,311.8,11.4,1433,150.06,42.2,6332.68,14,590.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7858,L55037,L,300.5,311.9,11.4,1432,149.96,43.1,6463.22,16,689.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7859,L55038,L,300.5,311.9,11.4,1350,141.37,51.7,7308.92,18,930.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7860,M22719,M,300.5,311.9,11.4,1370,143.47,44.8,6427.28,20,896,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7861,L55040,L,300.5,312,11.5,1415,148.18,44.6,6608.76,23,1025.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7862,L55041,L,300.5,312,11.5,1498,156.87,42.9,6729.73,25,1072.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7863,M22722,M,300.5,312,11.5,1382,144.72,54.1,7829.50,27,1460.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7864,M22723,M,300.5,311.9,11.4,1511,158.23,44.5,7041.30,30,1335,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7865,L55044,L,300.5,311.9,11.4,1330,139.28,59.5,8287.00,33,1963.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7866,L55045,L,300.5,311.9,11.4,1383,144.83,50.5,7313.78,35,1767.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7867,L55046,L,300.5,311.9,11.4,1431,149.85,49.4,7402.79,37,1827.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7868,L55047,L,300.5,312,11.5,1461,153.00,38.1,5829.13,39,1485.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7869,H37282,H,300.4,311.9,11.5,1438,150.59,46.7,7032.41,41,1914.7,1,0,0,0,0,1,,,,,,,,,,,,,,,,
7870,M22729,M,300.5,312,11.5,1779,186.30,27.7,5160.41,46,1274.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7871,M22730,M,300.6,312.1,11.5,1293,135.40,52.3,7081.56,49,2562.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7872,L55051,L,300.6,312.2,11.6,1308,136.97,54.7,7492.45,52,2844.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7873,L55052,L,300.6,312.3,11.7,1532,160.43,37.2,5968.02,54,2008.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7874,L55053,L,300.7,312.4,11.7,1470,153.94,38.6,5942.01,56,2161.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7875,L55054,L,300.7,312.3,11.6,1548,162.11,37.9,6143.82,58,2198.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7876,L55055,L,300.7,312.3,11.6,1898,198.76,24,4770.19,60,1440,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7877,H37290,H,300.7,312.2,11.5,1335,139.80,49,6850.24,62,3038,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7878,L55057,L,300.7,312.3,11.6,1420,148.70,53.8,8000.17,67,3604.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7879,L55058,L,300.7,312.3,11.6,1418,148.49,49,7276.14,69,3381,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7880,M22739,M,300.8,312.3,11.5,1535,160.74,40.3,6478.02,71,2861.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7881,H37294,H,300.7,312.4,11.7,1457,152.58,47.2,7201.62,74,3492.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7882,L55061,L,300.8,312.4,11.6,1493,156.35,39.1,6113.15,79,3088.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7883,H37296,H,300.7,312.3,11.6,1670,174.88,27.3,4774.28,81,2211.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7884,H37297,H,300.7,312.3,11.6,1446,151.42,45.4,6874.68,86,3904.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7885,L55064,L,300.8,312.4,11.6,1465,153.41,59.1,9066.79,91,5378.1,1,0,0,1,0,0,,,,,,,,,,,,,,,,
7886,L55065,L,300.7,312.3,11.6,1590,166.50,36.3,6044.11,93,3375.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7887,M22746,M,300.6,312.2,11.6,2174,227.66,18.5,4211.72,95,1757.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7888,L55067,L,300.7,312.4,11.7,1590,166.50,37.9,6310.52,98,3714.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7889,L55068,L,300.7,312.3,11.6,1577,165.14,33.2,5482.75,100,3320,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7890,M22749,M,300.7,312.4,11.7,1371,143.57,61.7,8858.32,102,6293.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7891,L55070,L,300.8,312.4,11.6,1767,185.04,25.6,4737.02,105,2688,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7892,L55071,L,300.8,312.5,11.7,1517,158.86,39.2,6227.31,107,4194.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7893,M22752,M,300.9,312.6,11.7,1555,162.84,40.6,6611.27,109,4425.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7894,L55073,L,300.9,312.7,11.8,1416,148.28,43.8,6494.80,112,4905.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7895,M22754,M,300.8,312.6,11.8,1588,166.29,35.6,5920.10,114,4058.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7896,L55075,L,300.8,312.6,11.8,1422,148.91,50,7445.57,117,5850,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7897,L55076,L,300.8,312.6,11.8,1376,144.09,53.6,7723.46,119,6378.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7898,L55077,L,300.8,312.5,11.7,1434,150.17,50.7,7613.52,121,6134.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7899,L55078,L,300.8,312.5,11.7,1423,149.02,47.3,7048.47,123,5817.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7900,L55079,L,300.9,312.4,11.5,1364,142.84,52.5,7498.98,125,6562.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7901,L55080,L,300.8,312.4,11.6,1825,191.11,23.8,4548.50,127,3022.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7902,L55081,L,300.8,312.4,11.6,1365,142.94,44.5,6360.94,129,5740.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7903,M22762,M,300.7,312.3,11.6,1430,149.75,47.2,7068.16,131,6183.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7904,L55083,L,300.8,312.3,11.5,1435,150.27,44.8,6732.22,134,6003.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7905,M22764,M,300.8,312.4,11.6,1811,189.65,25.1,4760.15,136,3413.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7906,M22765,M,300.8,312.4,11.6,1465,153.41,43.7,6704.21,139,6074.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7907,L55086,L,300.9,312.4,11.5,1372,143.68,51,7327.45,142,7242,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7908,L55087,L,300.8,312.3,11.5,1858,194.57,26.3,5117.17,144,3787.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7909,L55088,L,300.7,312.3,11.6,1715,179.59,26.8,4813.13,146,3912.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7910,L55089,L,300.7,312.2,11.5,1590,166.50,38.5,6410.42,148,5698,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7911,M22770,M,300.8,312.2,11.4,1664,174.25,25.7,4478.32,150,3855,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7912,L55091,L,300.7,312.1,11.4,1512,158.34,36.9,5842.61,153,5645.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7913,L55092,L,300.7,312.1,11.4,1498,156.87,44,6902.29,155,6820,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7914,L55093,L,300.7,312.1,11.4,1395,146.08,41.9,6120.92,157,6578.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7915,H37328,H,300.7,312.1,11.4,1490,156.03,43.1,6725.00,159,6852.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7916,H37329,H,300.8,312.1,11.3,1527,159.91,35.1,5612.74,164,5756.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7917,L55096,L,300.8,312.1,11.3,1512,158.34,37.1,5874.28,169,6269.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7918,L55097,L,300.9,312.1,11.2,1474,154.36,42.4,6544.73,171,7250.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7919,L55098,L,300.8,312.1,11.3,1505,157.60,41.3,6509.01,173,7144.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7920,L55099,L,300.8,312,11.2,1496,156.66,40,6266.43,175,7000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7921,L55100,L,300.8,312,11.2,1382,144.72,49.3,7134.83,177,8726.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7922,L55101,L,300.7,311.9,11.2,1419,148.60,47.7,7088.09,179,8538.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7923,L55102,L,300.7,311.9,11.2,1462,153.10,39.7,6078.08,181,7185.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7924,M22783,M,300.8,312,11.2,1450,151.84,45,6832.96,183,8235,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7925,H37338,H,300.7,311.9,11.2,1389,145.46,46.5,6763.69,186,8649,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7926,M22785,M,300.7,311.9,11.2,1697,177.71,28.2,5011.41,191,5386.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7927,L55106,L,300.7,311.9,11.2,1335,139.80,57.1,7982.63,194,11077.4,1,0,0,0,1,0,,,,,,,,,,,,,,,,
7928,L55107,L,300.7,311.9,11.2,1476,154.57,42,6491.79,196,8232,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7929,L55108,L,300.6,311.7,11.1,1497,156.77,43.6,6834.97,198,8632.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7930,M22789,M,300.6,311.6,11,1669,174.78,29.2,5103.50,200,5840,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7931,L55110,L,300.6,311.6,11,1455,152.37,48,7313.63,203,9744,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7932,L55111,L,300.7,311.7,11,1499,156.97,38.4,6027.84,205,7872,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7933,L55112,L,300.7,311.8,11.1,1478,154.78,41.9,6485.11,207,8673.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7934,L55113,L,300.8,311.8,11,1928,201.90,21.8,4401.41,209,4556.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7935,M22794,M,300.8,311.9,11.1,1621,169.75,28.3,4803.95,211,5971.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7936,M22795,M,300.8,311.9,11.1,1356,142.00,44.3,6290.60,214,9480.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7937,L55116,L,300.8,311.7,10.9,1490,156.03,46.4,7239.90,217,10068.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7938,L55117,L,300.8,311.7,10.9,1578,165.25,31.4,5188.78,219,6876.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7939,L55118,L,300.8,311.7,10.9,1681,176.03,31.3,5509.86,221,6917.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7940,L55119,L,300.8,311.8,11,1417,148.39,43.4,6440.03,223,9678.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7941,M22800,M,300.7,311.7,11,1532,160.43,40,6417.23,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7942,M22801,M,300.7,311.7,11,1499,156.97,38.9,6106.32,3,116.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7943,L55122,L,300.8,311.7,10.9,1432,149.96,45.8,6868.11,6,274.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7944,L55123,L,300.8,311.7,10.9,1753,183.57,29,5323.64,8,232,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7945,L55124,L,300.8,311.7,10.9,1414,148.07,49,7255.61,10,490,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7946,L55125,L,300.8,311.7,10.9,1655,173.31,32.2,5580.62,12,386.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7947,L55126,L,300.8,311.6,10.8,1516,158.76,35.6,5651.68,14,498.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7948,L55127,L,300.8,311.7,10.9,1426,149.33,45.5,6794.53,16,728,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7949,L55128,L,300.8,311.7,10.9,1479,154.88,39.4,6102.29,18,709.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7950,M22809,M,300.7,311.5,10.8,1569,164.31,36.4,5980.71,20,728,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7951,L55130,L,300.8,311.6,10.8,1568,164.20,36,5911.22,23,828,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7952,M22811,M,300.9,311.8,10.9,1843,193.00,24.5,4728.46,25,612.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7953,M22812,M,300.9,311.9,11,1480,154.99,40.9,6338.90,28,1145.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7954,L55133,L,301,312,11,1447,151.53,36.8,5576.29,31,1140.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7955,L55134,L,301,311.9,10.9,1454,152.26,41.9,6379.80,33,1382.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7956,M22815,M,300.9,311.9,11,1310,137.18,56.1,7695.96,35,1963.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7957,H37370,H,300.9,311.9,11,1513,158.44,38,6020.76,38,1444,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7958,H37371,H,300.9,311.9,11,2140,224.10,16.5,3697.65,43,709.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7959,L55138,L,301,312.1,11.1,1377,144.20,49.9,7195.54,48,2395.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7960,L55139,L,301,312.1,11.1,1585,165.98,32.3,5361.18,50,1615,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7961,H37374,H,301.1,312.2,11.1,1491,156.14,42.6,6651.44,52,2215.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7962,L55141,L,301,312.2,11.2,1264,132.37,59,7809.58,57,3363,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7963,L55142,L,301,312.2,11.2,1372,143.68,47,6752.75,59,2773,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7964,L55143,L,301,312.2,11.2,1510,158.13,39.9,6309.26,61,2433.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7965,L55144,L,300.9,312.1,11.2,1423,149.02,40.2,5990.45,63,2532.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7966,L55145,L,301.1,312.3,11.2,1464,153.31,35.3,5411.83,65,2294.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7967,L55146,L,301,312.2,11.2,1602,167.76,35.9,6022.62,67,2405.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7968,M22827,M,301,312.2,11.2,1629,170.59,32.6,5561.18,69,2249.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7969,L55148,L,300.9,312.2,11.3,1811,189.65,23.2,4399.82,72,1670.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7970,L55149,L,300.9,312.1,11.2,1711,179.18,28.8,5160.25,74,2131.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7971,M22830,M,300.9,312.1,11.2,1297,135.82,48.6,6600.93,76,3693.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7972,L55151,L,301,312.1,11.1,1405,147.13,46.1,6782.75,79,3641.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7973,L55152,L,301.1,312.2,11.1,1397,146.29,54.9,8031.51,81,4446.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7974,L55153,L,301.1,312.3,11.2,1682,176.14,29.7,5231.32,83,2465.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7975,L55154,L,301.2,312.3,11.1,1528,160.01,38.4,6144.45,85,3264,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7976,M22835,M,301.2,312.3,11.1,1548,162.11,38.3,6208.67,87,3332.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7977,H37390,H,301.2,312.4,11.2,1395,146.08,47.8,6982.82,90,4302,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7978,L55157,L,301.2,312.4,11.2,1378,144.30,59,8513.93,95,5605,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7979,L55158,L,301.2,312.4,11.2,1480,154.99,53.5,8291.71,97,5189.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7980,M22839,M,301.2,312.4,11.2,1428,149.54,36.6,5473.16,99,3623.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7981,M22840,M,301.2,312.4,11.2,1505,157.60,39.6,6241.09,102,4039.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7982,L55161,L,301,312.3,11.3,1445,151.32,36.4,5508.05,105,3822,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7983,L55162,L,301,312.3,11.3,1488,155.82,42.6,6638.06,107,4558.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7984,L55163,L,301,312.2,11.2,1601,167.66,33,5532.66,109,3597,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7985,L55164,L,301,312.3,11.3,1550,162.32,34.9,5664.82,111,3873.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7986,L55165,L,301,312.2,11.2,1540,161.27,34.1,5499.25,113,3853.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7987,L55166,L,301.1,312.3,11.2,1587,166.19,34.5,5733.56,115,3967.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
